year,season_id,league_id,team_id,game_date,opponent_string,opponent_id,opponent_url,outcome,score,result_javascript
2010,10,1,7,2/7/2010,at UAB,179,TeamSchedule.aspx?did=1&confid=61&teamid=179&Seasonid=10,Win,4-0,"javascript:__doPostBack('ctl00$ContentPlaceHolder1$rptTeamScoreAndSchedule$ctl23$lnkToScoreSheet','')"
2010,10,1,7,1/31/2010,University of Arizona,181,TeamSchedule.aspx?did=1&confid=75&teamid=181&Seasonid=10,Loss,4-0,"javascript:__doPostBack('ctl00$ContentPlaceHolder1$rptTeamScoreAndSchedule$ctl24$lnkToScoreSheet','')"
2010,10,1,7,1/30/2010,#5 Duke University,48,TeamSchedule.aspx?did=1&confid=53&teamid=48&Seasonid=10,Loss,4-2,"javascript:__doPostBack('ctl00$ContentPlaceHolder1$rptTeamScoreAndSchedule$ctl25$lnkToScoreSheet','')"
2010,10,1,8,4/17/2010,Eastern Kentucky University,53,TeamSchedule.aspx?did=1&confid=74&teamid=53&Seasonid=10,Loss,4-0,"javascript:__doPostBack('ctl00$ContentPlaceHolder1$rptTeamScoreAndSchedule$ctl01$lnkToScoreSheet','')"
2010,10,1,8,4/2/2010,Eastern Kentucky University,53,TeamSchedule.aspx?did=1&confid=74&teamid=53&Seasonid=10,Loss,6-1,"javascript:__doPostBack('ctl00$ContentPlaceHolder1$rptTeamScoreAndSchedule$ctl02$lnkToScoreSheet','')"
2010,10,1,8,3/10/2010,at #66 University of South Alabama,238,TeamSchedule.aspx?did=1&confid=80&teamid=238&Seasonid=10,Unfinished,0-0,"javascript:__doPostBack('ctl00$ContentPlaceHolder1$rptTeamScoreAndSchedule$ctl03$lnkToScoreSheet','')"
2010,10,1,8,2/19/2010,Chattanooga,243,TeamSchedule.aspx?did=1&confid=77&teamid=243&Seasonid=10,Win,4-3,"javascript:__doPostBack('ctl00$ContentPlaceHolder1$rptTeamScoreAndSchedule$ctl04$lnkToScoreSheet','')"
2010,10,1,8,1/30/2010,Kennesaw State University,3796,TeamSchedule.aspx?did=1&confid=82&teamid=3796&Seasonid=10,Loss,4-3,"javascript:__doPostBack('ctl00$ContentPlaceHolder1$rptTeamScoreAndSchedule$ctl05$lnkToScoreSheet','')"
2010,10,1,9,4/30/2010,Western Michigan University,269,TeamSchedule.aspx?did=1&confid=67&teamid=269&Seasonid=10,Loss,4-2,"javascript:__doPostBack('ctl00$ContentPlaceHolder1$rptTeamScoreAndSchedule$ctl01$lnkToScoreSheet','')"
2010,10,1,9,4/24/2010,at Northern Illinois University,116,TeamSchedule.aspx?did=1&confid=67&teamid=116&Seasonid=10,Win,5-1,"javascript:__doPostBack('ctl00$ContentPlaceHolder1$rptTeamScoreAndSchedule$ctl02$lnkToScoreSheet','')"
2010,10,1,9,4/23/2010,Chicago State University,31,TeamSchedule.aspx?did=1&confid=84&teamid=31&Seasonid=10,Win,7-0,"javascript:__doPostBack('ctl00$ContentPlaceHolder1$rptTeamScoreAndSchedule$ctl03$lnkToScoreSheet','')"
2010,10,1,9,4/17/2010,University at Buffalo,1709,TeamSchedule.aspx?did=1&confid=67&teamid=1709&Seasonid=10,Loss,4-3,"javascript:__doPostBack('ctl00$ContentPlaceHolder1$rptTeamScoreAndSchedule$ctl04$lnkToScoreSheet','')"
2010,10,1,9,4/14/2010,at #35 University of Notre Dame,229,TeamSchedule.aspx?did=1&confid=53&teamid=229&Seasonid=10,Loss,5-2,"javascript:__doPostBack('ctl00$ContentPlaceHolder1$rptTeamScoreAndSchedule$ctl05$lnkToScoreSheet','')"
2010,10,1,9,4/10/2010,at Western Michigan University,269,TeamSchedule.aspx?did=1&confid=67&teamid=269&Seasonid=10,Win,4-3,"javascript:__doPostBack('ctl00$ContentPlaceHolder1$rptTeamScoreAndSchedule$ctl06$lnkToScoreSheet','')"
